350.2,0.023
350.8,0.019
351.5,0.021
352.1,0.015
352.8,0.027
353.4,0.033
354,0.021
354.7,0.021
355.3,0.029
356,0.031
356.6,0.02
357.3,0.024
357.9,0.028
358.5,0.021
359.2,0.025
359.8,0.027
360.5,0.032
361.1,0.03
361.8,0.035
362.4,0.029
363,0.041
363.7,0.04
364.3,0.042
365,0.045
365.6,0.049
366.2,0.065
366.9,0.07
367.5,0.062
368.2,0.069
368.8,0.067
369.5,0.07
370.1,0.079
370.7,0.067
371.4,0.077
372,0.083
372.7,0.071
373.3,0.073
374,0.064
374.6,0.065
375.2,0.082
375.9,0.089
376.5,0.102
377.2,0.111
377.8,0.137
378.5,0.129
379.1,0.12
379.7,0.109
380.4,0.128
381,0.136
381.7,0.098
382.3,0.08
383,0.091
383.6,0.078
384.2,0.122
384.9,0.157
385.5,0.145
386.2,0.159
386.8,0.161
387.5,0.167
388.1,0.188
388.7,0.209
389.4,0.251
390,0.261
390.7,0.284
391.3,0.295
392,0.257
392.6,0.17
393.2,0.131
393.9,0.217
394.5,0.314
395.2,0.327
395.8,0.264
396.5,0.18
397.1,0.277
397.7,0.426
398.4,0.5
399,0.515
399.7,0.529
400.3,0.541
401,0.573
401.6,0.59
402.2,0.577
402.9,0.561
403.5,0.568
404.2,0.561
404.8,0.553
405.5,0.548
406.1,0.535
406.7,0.565
407.4,0.573
408,0.615
408.7,0.591
409.3,0.54
410,0.552
410.6,0.629
411.2,0.636
411.9,0.627
412.5,0.604
413.2,0.623
413.8,0.626
414.5,0.628
415.1,0.631
415.8,0.655
416.4,0.613
417.1,0.597
417.7,0.604
418.4,0.611
419.1,0.61
419.7,0.622
420.4,0.661
421.1,0.626
421.7,0.599
422.4,0.608
423.1,0.618
423.7,0.621
424.4,0.613
425.1,0.613
425.7,0.602
426.4,0.584
427.1,0.58
427.7,0.581
428.4,0.533
429.1,0.489
429.7,0.436
430.4,0.507
431.1,0.617
431.7,0.646
432.4,0.639
433.1,0.617
433.7,0.604
434.4,0.669
435.1,0.723
435.7,0.741
436.4,0.685
437.1,0.641
437.7,0.617
438.4,0.627
439.1,0.664
439.7,0.67
440.4,0.673
441.1,0.706
441.7,0.73
442.4,0.726
443.1,0.726
443.7,0.746
444.4,0.72
445.1,0.692
445.7,0.711
446.4,0.762
447.1,0.766
447.7,0.763
448.4,0.767
449.1,0.782
449.7,0.815
450.4,0.836
451.1,0.812
451.7,0.783
452.4,0.769
453.1,0.767
453.7,0.795
454.4,0.788
455.1,0.814
455.7,0.82
456.4,0.824
457.1,0.834
457.7,0.81
458.4,0.802
459.1,0.821
459.7,0.827
460.4,0.84
461.1,0.844
461.7,0.836
462.4,0.836
463.1,0.816
463.7,0.798
464.4,0.804
465.1,0.809
465.7,0.809
466.4,0.779
467.1,0.79
467.7,0.811
468.4,0.807
469.1,0.806
469.7,0.787
470.4,0.785
471.1,0.825
471.7,0.831
472.4,0.816
473.1,0.824
473.7,0.828
474.4,0.837
475.1,0.818
475.7,0.809
476.4,0.818
477.1,0.829
477.7,0.838
478.4,0.839
479.1,0.845
479.7,0.861
480.4,0.843
481.1,0.85
481.7,0.862
482.4,0.85
483.1,0.851
483.7,0.84
484.4,0.813
485.1,0.78
485.7,0.718
486.4,0.709
487,0.795
487.7,0.811
488.3,0.828
489,0.834
489.6,0.854
490.3,0.854
490.9,0.831
491.6,0.811
492.2,0.815
492.9,0.84
493.5,0.864
494.2,0.852
494.8,0.855
495.5,0.862
496.1,0.851
496.8,0.847
497.4,0.843
498.1,0.82
498.7,0.828
499.4,0.829
500,0.79
500.7,0.783
501.3,0.797
502,0.801
502.6,0.808
503.3,0.804
503.9,0.787
504.6,0.823
505.2,0.845
505.9,0.833
506.5,0.814
507.2,0.812
507.8,0.8
508.5,0.822
509.1,0.834
509.8,0.819
510.4,0.827
511.1,0.841
511.7,0.822
512.4,0.798
513,0.797
513.7,0.792
514.3,0.806
515,0.796
515.6,0.752
516.3,0.732
516.9,0.739
517.6,0.782
518.2,0.787
518.9,0.82
519.5,0.828
520.2,0.841
520.8,0.843
521.5,0.844
522.1,0.854
522.8,0.86
523.4,0.881
524.1,0.872
524.7,0.829
525.4,0.792
526,0.806
526.6,0.824
527.3,0.865
527.9,0.883
528.6,0.88
529.2,0.871
529.9,0.894
530.5,0.879
531.2,0.857
531.8,0.841
532.5,0.881
533.1,0.881
533.8,0.883
534.4,0.893
535.1,0.903
535.8,0.87
536.4,0.885
537.1,0.884
537.8,0.872
538.5,0.862
539.1,0.867
539.8,0.881
540.5,0.924
541.2,0.932
541.8,0.931
542.5,0.947
543.2,0.968
543.9,0.958
544.5,0.96
545.2,0.95
545.9,0.92
546.6,0.926
547.2,0.902
547.9,0.916
548.6,0.928
549.3,0.928
549.9,0.904
550.6,0.923
551.3,0.923
552,0.924
552.6,0.915
553.3,0.93
554,0.918
554.7,0.917
555.3,0.913
556,0.897
556.7,0.884
557.4,0.895
558,0.882
558.7,0.889
559.4,0.902
560.1,0.904
560.7,0.908
561.4,0.913
562.1,0.904
562.8,0.916
563.4,0.903
564.1,0.88
564.8,0.889
565.5,0.867
566.1,0.873
566.8,0.858
567.5,0.84
568.2,0.803
568.8,0.808
569.5,0.797
570.2,0.778
570.9,0.798
571.5,0.801
572.2,0.798
572.9,0.799
573.6,0.779
574.2,0.767
574.9,0.766
575.6,0.759
576.3,0.754
576.9,0.748
577.6,0.744
578.3,0.741
579,0.761
579.6,0.765
580.3,0.778
581,0.762
581.7,0.794
582.3,0.789
583,0.796
583.7,0.784
584.4,0.78
585,0.776
585.7,0.761
586.4,0.753
587.1,0.758
587.8,0.733
588.4,0.69
589.1,0.662
589.7,0.685
590.4,0.716
591,0.723
591.7,0.733
592.4,0.738
593,0.744
593.7,0.725
594.3,0.729
595,0.737
595.6,0.742
596.3,0.765
597,0.756
597.6,0.754
598.3,0.763
598.9,0.766
599.6,0.751
600.3,0.769
600.9,0.767
601.6,0.778
602.2,0.777
602.9,0.796
603.5,0.792
604.2,0.804
604.9,0.797
605.5,0.82
606.2,0.8
606.8,0.812
607.5,0.818
608.2,0.818
608.8,0.825
609.5,0.864
610.1,0.901
610.8,0.936
611.4,0.922
612.1,0.861
612.8,0.843
613.4,0.835
614.1,0.826
614.7,0.814
615.4,0.794
616.1,0.787
616.7,0.786
617.4,0.814
618,0.803
618.7,0.821
619.3,0.822
620,0.813
620.7,0.801
621.3,0.797
622,0.789
622.6,0.779
623.3,0.766
624,0.761
624.6,0.739
625.3,0.741
625.9,0.742
626.6,0.719
627.2,0.695
627.9,0.687
628.6,0.709
629.2,0.675
629.9,0.684
630.5,0.702
631.2,0.678
631.8,0.682
632.5,0.683
633.2,0.688
633.8,0.68
634.5,0.678
635.1,0.675
635.8,0.668
636.5,0.679
637.1,0.673
637.8,0.68
638.4,0.666
639.1,0.646
639.7,0.646
640.4,0.631
641.1,0.628
641.7,0.631
642.4,0.641
643.1,0.631
643.7,0.616
644.4,0.628
645,0.612
645.7,0.586
646.3,0.585
647,0.579
647.7,0.56
648.3,0.553
649,0.549
649.6,0.566
650.3,0.568
651,0.555
651.6,0.561
652.3,0.564
652.9,0.554
653.6,0.536
654.2,0.504
654.9,0.48
655.6,0.451
656.2,0.466
656.9,0.509
657.5,0.531
658.2,0.533
658.9,0.518
659.5,0.531
660.2,0.537
660.8,0.538
661.5,0.537
662.1,0.528
662.8,0.51
663.5,0.515
664.1,0.518
664.8,0.528
665.4,0.518
666.1,0.513
666.8,0.511
667.4,0.503
668.1,0.504
668.7,0.509
669.4,0.493
670,0.484
670.7,0.489
671.4,0.467
672,0.495
672.7,0.496
673.3,0.486
674,0.471
674.6,0.481
675.3,0.489
675.9,0.466
676.6,0.479
677.3,0.474
677.9,0.461
678.6,0.473
679.2,0.465
679.9,0.456
680.5,0.454
681.2,0.445
681.8,0.428
682.5,0.421
683.2,0.414
683.8,0.424
684.5,0.387
685.1,0.355
685.8,0.298
686.4,0.231
687.1,0.262
687.7,0.297
688.4,0.288
689.1,0.278
689.7,0.309
690.4,0.298
691,0.32
691.7,0.335
692.3,0.33
693,0.322
693.6,0.326
694.3,0.335
694.9,0.352
695.6,0.345
696.3,0.37
696.9,0.383
697.6,0.375
698.2,0.388
698.9,0.37
699.5,0.364
700.2,0.373
700.8,0.39
701.5,0.37
702.2,0.373
702.8,0.403
703.5,0.391
704.1,0.393
704.8,0.391
705.4,0.378
706.1,0.391
706.8,0.394
707.4,0.383
708.1,0.398
708.8,0.381
709.5,0.378
710.2,0.372
710.8,0.367
711.5,0.368
712.2,0.362
712.9,0.339
713.6,0.339
714.2,0.348
714.9,0.314
715.6,0.304
716.3,0.291
717,0.241
717.6,0.21
718.3,0.215
719,0.197
719.7,0.204
720.4,0.223
721,0.258
721.7,0.262
722.4,0.262
723.1,0.233
723.8,0.211
724.4,0.206
725.1,0.214
725.8,0.212
726.5,0.223
727.2,0.218
727.8,0.216
728.5,0.223
729.2,0.217
729.9,0.208
730.6,0.21
731.2,0.221
731.9,0.213
732.6,0.224
733.3,0.238
734,0.244
734.6,0.24
735.3,0.224
736,0.23
736.7,0.239
737.4,0.225
738,0.23
738.7,0.234
739.4,0.218
740.1,0.224
740.8,0.225
741.4,0.21
742.1,0.221
742.7,0.229
743.4,0.224
744,0.225
744.7,0.222
745.4,0.216
746,0.227
746.7,0.217
747.3,0.206
748,0.199
748.7,0.207
749.3,0.194
750,0.202
750.6,0.196
751.3,0.206
751.9,0.191
752.6,0.181
753.3,0.183
753.9,0.191
754.6,0.183
755.2,0.176
755.9,0.173
756.6,0.176
757.2,0.17
757.9,0.17
758.5,0.15
759.2,0.127
759.8,0.075
760.5,0.031
761.2,0.029
761.8,0.023
762.5,0.039
763.1,0.033
763.8,0.026
764.5,0.041
765.1,0.043
765.8,0.056
766.4,0.071
767.1,0.094
767.7,0.122
768.4,0.118
769.1,0.121
769.7,0.128
770.4,0.121
771,0.139
771.7,0.13
772.4,0.119
773,0.128
773.7,0.131
774.3,0.128
775,0.123
775.6,0.115
776.3,0.11
777,0.113
777.6,0.12
778.3,0.108
778.9,0.099
779.6,0.109
780.3,0.105
780.9,0.1
