column1	column2
350.6	0.0153983184991
351.2	0.0166601982505
351.8	0.0149828215077
352.5	0.0157337938476
353.1	0.0160138695973
353.8	0.0153182968563
354.4	0.015229041947
355	0.0160015585754
355.7	0.0163893557673
356.3	0.0153860074771
357	0.0155029621858
357.6	0.0152813637904
358.2	0.0175250475436
358.9	0.0152936748124
359.5	0.0158722928447
360.2	0.0162262347263
360.8	0.0155029621858
361.4	0.0158015044684
362.1	0.0155091176968
362.7	0.0150843874389
363.3	0.0156137613835
364	0.0155675950511
364.6	0.0164293665887
365.3	0.0165216992534
365.9	0.0162662455476
366.5	0.0150566876395
367.2	0.016124668795
367.8	0.0164570663881
368.5	0.0160323361303
369.1	0.0159246146881
369.7	0.0147427565794
370.4	0.0153798519661
371	0.0149489661973
371.7	0.0160323361303
372.3	0.0160077140864
372.9	0.017208038728
373.6	0.0161400575725
374.2	0.0152167309251
374.8	0.0164416776107
375.5	0.0149120331314
376.1	0.0156568499603
376.8	0.0144903806291
377.4	0.0161062022621
378	0.0145734800274
378.7	0.0162970231026
379.3	0.0153798519661
380	0.0162200792153
380.6	0.0159830920424
381.2	0.015616839139
381.9	0.016487843943
382.5	0.0161123577731
383.2	0.0161339020615
383.8	0.0162170014598
384.4	0.0149551217083
385.1	0.0165093882315
385.7	0.0155891393395
386.4	0.0157153273147
387	0.0155183509632
387.6	0.0154475625869
388.3	0.0158661373338
388.9	0.0158076599794
389.5	0.0155214287187
390.2	0.0161831461494
390.8	0.0163555004569
391.5	0.0165340102754
392.1	0.0150228323291
392.7	0.0151828756147
393.4	0.014508847162
394	0.0161523685945
394.7	0.0154598736089
395.3	0.0154321738095
395.9	0.0165555545638
396.6	0.0160107918419
397.2	0.0153798519661
397.9	0.0153890852326
398.5	0.0146042575823
399.1	0.0151705645927
399.8	0.0157614936471
400.4	0.0157030162927
401	0.0141672163025
401.7	0.0160631136852
402.3	0.0153767742106
403	0.0154875734083
403.6	0.0157461048696
404.2	0.0158784483557
404.9	0.0161923794158
405.5	0.0153275301228
406.2	0.0155029621858
406.8	0.0154506403424
407.4	0.015435251565
408.1	0.0164570663881
408.7	0.0178235898263
409.4	0.0164447553661
410	0.0163493449459
410.6	0.0159861697979
411.3	0.0157214828257
411.9	0.0149612772193
412.6	0.0169525850222
413.2	0.0161646796164
413.8	0.0162108459488
414.5	0.0167556086708
415.1	0.016136979817
415.8	0.0153983184991
416.4	0.0153490744112
417.1	0.0155522062736
417.7	0.0155614395401
418.4	0.015967703265
419	0.0159984808199
419.7	0.0157953489575
420.3	0.0163862780118
421	0.0162908675916
421.6	0.0166478872286
422.3	0.0158907593777
422.9	0.0163801225008
423.6	0.0149366551754
424.3	0.0146165686042
424.9	0.0149089553759
425.6	0.0146196463597
426.2	0.0158569040673
426.9	0.015416785032
427.5	0.0155429730072
428.2	0.0158353597788
428.8	0.0149858992632
429.5	0.0159984808199
430.1	0.0161000467511
430.8	0.0158322820234
431.5	0.0176143024529
432.1	0.0216461621466
432.8	0.0216830952125
433.4	0.0161277465505
434.1	0.0158322820234
434.7	0.0160908134846
435.4	0.0159923253089
436	0.0152659750129
436.7	0.0162847120806
437.3	0.016136979817
438	0.0167586864263
438.6	0.0153182968563
439.3	0.0142564712118
440	0.0151397870378
440.6	0.0150351433511
441.3	0.0158815261112
441.9	0.0156137613835
442.6	0.0163708892343
443.2	0.0151705645927
443.9	0.0148135449557
444.5	0.0146565794256
445.2	0.0158907593777
445.8	0.0158999926442
446.5	0.0151428647933
447.2	0.0158630595783
447.8	0.0155768283176
448.5	0.0157707269135
449.1	0.0153798519661
449.8	0.0154598736089
450.4	0.0158353597788
451.1	0.0153213746118
451.7	0.0161123577731
452.4	0.01631241188
453.1	0.0161123577731
453.7	0.0156291501609
454.4	0.0153983184991
455	0.0155429730072
455.7	0.014508847162
456.4	0.0163493449459
457	0.015435251565
457.7	0.0162970231026
458.3	0.0149889770187
459	0.0153029080788
459.7	0.0152628972574
460.3	0.0154506403424
461	0.0159800142869
461.6	0.0152782860349
462.3	0.0147581453569
463	0.0149982102852
463.6	0.0156907052707
464.3	0.0149920547742
464.9	0.0154937289193
465.6	0.0156383834274
466.3	0.0140441060828
466.9	0.0170756952419
467.6	0.015961547754
468.2	0.0157307160921
468.9	0.0158599818228
469.6	0.0154013962546
470.2	0.0157030162927
470.9	0.0159030703997
471.5	0.0149951325297
472.2	0.0149828215077
472.9	0.0155121954522
473.5	0.0158815261112
474.2	0.0152875193014
474.8	0.015943081221
475.5	0.0156999385372
476.2	0.015259819502
476.8	0.0145950243158
477.5	0.0161185132841
478.1	0.0156660832268
478.8	0.0151890311256
479.5	0.0144472920522
480.1	0.0162539345257
480.8	0.0157984267129
481.4	0.0167155978494
482.1	0.0169279629783
482.8	0.0179590110679
483.4	0.0230034523183
484.1	0.0464774934513
484.8	0.0850602362916
485.4	0.0263243504936
486	0.0165863321187
486.7	0.0169679737997
487.3	0.0144626808297
488	0.0162877898361
488.6	0.0156353056719
489.3	0.0160077140864
489.9	0.0153029080788
490.6	0.0161585241054
491.2	0.0149982102852
491.9	0.016124668795
492.5	0.0157368716031
493.2	0.0156937830262
493.8	0.0148320114886
494.5	0.0145857910493
495.1	0.0152321197025
495.8	0.0158569040673
496.4	0.0146473461592
497.1	0.0159061481551
497.7	0.0154968066748
498.4	0.0156445389384
499	0.0149243441534
499.7	0.0161523685945
500.3	0.0149089553759
501	0.01471505678
501.6	0.0168910299124
502.3	0.015592217095
502.9	0.0148658667991
503.6	0.0170603064644
504.2	0.015973858776
504.9	0.0148350892441
505.5	0.0149212663979
506.2	0.0156876275153
506.8	0.0149920547742
507.5	0.0147396788239
508.1	0.0162447012592
508.8	0.0161739128829
509.4	0.0159861697979
510.1	0.0154198627875
510.7	0.0157645714025
511.4	0.0154752623864
512	0.0157768824245
512.7	0.0141241277256
513.3	0.0148627890436
514	0.0159861697979
514.6	0.0148412447551
515.3	0.0154783401418
515.9	0.0157584158916
516.6	0.0150505321285
517.2	0.0152628972574
517.9	0.0165032327205
518.5	0.015604528117
519.2	0.0161339020615
519.8	0.0151397870378
520.5	0.0158999926442
521.1	0.0154075517655
521.8	0.0155029621858
522.4	0.0153552299222
523.1	0.0151028539719
523.7	0.0149920547742
524.4	0.0153152191008
525	0.0162231569708
525.7	0.0166448094731
526.3	0.0156199168944
527	0.0161985349268
527.6	0.0146258018707
528.3	0.0142780155002
528.9	0.0152567417465
529.6	0.0153398411447
530.2	0.0154537180979
530.9	0.0152905970569
531.5	0.0150997762164
532.2	0.0154506403424
532.8	0.0159923253089
533.5	0.0156599277158
534.1	0.0163093341245
534.8	0.0148381669996
535.4	0.0149274219089
536.1	0.0153767742106
536.8	0.0163924335228
537.4	0.0166171096737
538.1	0.0157060940482
538.8	0.0170849285084
539.5	0.0160384916413
540.2	0.0149766659967
540.8	0.0147273678019
541.5	0.0155368174962
542.2	0.0150997762164
542.9	0.0158230487569
543.6	0.0160292583748
544.2	0.0163431894349
544.9	0.0164847661875
545.6	0.015961547754
546.3	0.0160169473528
547	0.014878177821
547.6	0.0150259100846
548.3	0.0158292042679
549	0.0159215369326
549.7	0.0155799060731
550.4	0.0162385457482
551	0.0151428647933
551.7	0.0157768824245
552.4	0.0155121954522
553.1	0.0162508567702
553.8	0.0165032327205
554.4	0.0169895180881
555.1	0.0160815802182
555.8	0.0163093341245
556.5	0.0146688904476
557.2	0.0166232651846
557.8	0.0155491285181
558.5	0.0148874110875
559.2	0.0162600900367
559.9	0.015410629521
560.6	0.0146535016701
561.2	0.0149735882413
561.9	0.0158168932459
562.6	0.0162693233031
563.3	0.0140995056817
564	0.0160015585754
564.6	0.015241352969
565.3	0.0146935124915
566	0.0155645172956
566.7	0.0162293124817
567.4	0.0159892475534
568	0.0153182968563
568.7	0.0151828756147
569.4	0.0154906511638
570.1	0.0156291501609
570.7	0.0160785024627
571.4	0.0153213746118
572.1	0.0160292583748
572.8	0.0159092259106
573.5	0.0151182427493
574.1	0.0155891393395
574.8	0.015967703265
575.5	0.015429096054
576.2	0.0152198086806
576.9	0.0161185132841
577.5	0.0152813637904
578.2	0.0148381669996
578.9	0.0158415152898
579.6	0.0150751541725
580.3	0.0147704563788
580.9	0.0160169473528
581.6	0.0152198086806
582.3	0.0158230487569
583	0.0166509649841
583.7	0.0155829838285
584.3	0.0143087930551
585	0.0159800142869
585.7	0.0161092800176
586.4	0.0164478331216
587.1	0.0154629513644
587.8	0.0149920547742
588.4	0.0166201874292
589.1	0.0163555004569
589.7	0.0148597112881
590.4	0.0151551758152
591	0.015065920906
591.7	0.0160169473528
592.4	0.0151428647933
593	0.0158538263118
593.7	0.0152105754141
594.3	0.014884333332
595	0.0150751541725
595.6	0.0156568499603
596.3	0.016124668795
597	0.0155891393395
597.6	0.0153213746118
598.3	0.0160231028638
598.9	0.0158507485563
599.6	0.0152013421476
600.3	0.0160692691962
600.9	0.0155152732077
601.6	0.0146873569805
602.2	0.0158938371332
602.9	0.0149397329308
603.5	0.0156291501609
604.2	0.0160415693968
604.9	0.0163031786135
605.5	0.015072076417
606.2	0.0150105213071
606.8	0.0150997762164
607.5	0.0152659750129
608.2	0.0153059858343
608.8	0.0158138154904
609.5	0.0142780155002
610.1	0.0161400575725
610.8	0.0164447553661
611.4	0.0162293124817
612.1	0.0155183509632
612.8	0.014896644354
613.4	0.0159276924436
614.1	0.0157953489575
614.7	0.015786115691
615.4	0.0149797437522
616.1	0.0147889229118
616.7	0.0157030162927
617.4	0.0169772070662
618	0.015955392243
618.7	0.0162354679927
619.3	0.0162170014598
620	0.0161462130835
620.7	0.0152321197025
621.3	0.0157214828257
622	0.0158261265124
622.6	0.0157030162927
623.3	0.0155829838285
624	0.0151982643921
624.6	0.0151644090817
625.3	0.0156876275153
625.9	0.0162016126823
626.6	0.0151397870378
627.2	0.0160877357291
627.9	0.01615544635
628.6	0.0158999926442
629.2	0.0156660832268
629.9	0.0163893557673
630.5	0.0154198627875
631.2	0.0156199168944
631.8	0.0155368174962
632.5	0.0165770988523
633.2	0.0160107918419
633.8	0.0157768824245
634.5	0.0159800142869
635.1	0.0142287714123
635.8	0.0143149485661
636.5	0.0153613854332
637.1	0.0149335774199
637.8	0.0147304455574
638.4	0.0147396788239
639.1	0.015416785032
639.7	0.01524750848
640.4	0.0162354679927
641.1	0.0164262888332
641.7	0.0137363305337
642.4	0.0158168932459
643.1	0.0162908675916
643.7	0.0146935124915
644.4	0.0151828756147
645	0.0157984267129
645.7	0.0156291501609
646.3	0.0159338479546
647	0.0153306078783
647.7	0.0161646796164
648.3	0.0155799060731
649	0.0155121954522
649.6	0.0158784483557
650.3	0.0166601982505
651	0.0173280711922
651.6	0.0185899509437
652.3	0.0197748868078
652.9	0.0226556659478
653.6	0.0364870991262
654.2	0.174573677004
654.9	0.785859006174
655.6	0.635522961441
656.2	0.0457880762212
656.9	0.0163770447453
657.5	0.015259819502
658.2	0.0151613313262
658.9	0.0153059858343
659.5	0.015616839139
660.2	0.0156937830262
660.8	0.0171618723956
661.5	0.014515002673
662.1	0.0152382752135
662.8	0.015955392243
663.5	0.0161708351274
664.1	0.0158630595783
664.8	0.0162323902372
665.4	0.0142810932557
666.1	0.0154998844303
666.8	0.0157768824245
667.4	0.0162693233031
668.1	0.0140502615938
668.7	0.0153829297216
669.4	0.0158230487569
670	0.0151890311256
670.7	0.0164447553661
671.4	0.0159861697979
672	0.0155368174962
672.7	0.0166725092725
673.3	0.0153182968563
674	0.0140841169042
674.6	0.0151090094829
675.3	0.0143303373435
675.9	0.0152782860349
676.6	0.0155337397407
677.3	0.0166940535609
677.9	0.0153152191008
678.6	0.0165955653852
679.2	0.0147796896453
679.9	0.0146996680025
680.5	0.0155675950511
681.2	0.0169618182887
681.8	0.0156691609823
682.5	0.0162631677922
683.2	0.0151951866366
683.8	0.0158630595783
684.5	0.0158507485563
685.1	0.0169156519563
685.8	0.0166971313164
686.4	0.0140379505719
687.1	0.0157645714025
687.7	0.0152167309251
688.4	0.0151890311256
689.1	0.0154875734083
689.7	0.0143241818326
690.4	0.0161154355286
691	0.0153798519661
691.7	0.0149920547742
692.3	0.0162908675916
693	0.0169279629783
693.6	0.0154968066748
694.3	0.0168202415361
694.9	0.015967703265
695.6	0.0153583076777
696.3	0.0151090094829
696.9	0.0162600900367
697.6	0.0156568499603
698.2	0.0153459966557
698.9	0.0150874651944
699.5	0.015786115691
700.2	0.0167586864263
700.8	0.0154629513644
701.5	0.0148566335326
702.2	0.015241352969
702.8	0.0145457802279
703.5	0.0148658667991
704.1	0.0164755329211
704.8	0.0150105213071
705.4	0.0151182427493
706.1	0.0157522603806
706.8	0.0160231028638
707.4	0.0153890852326
708.1	0.0160138695973
708.7	0.0154814178973
709.4	0.015259819502
710.1	0.0157984267129
710.7	0.0165678655858
711.4	0.014878177821
712.1	0.0150966984609
712.7	0.0160661914407
713.4	0.0151859533702
714.1	0.0159830920424
714.7	0.0156476166939
715.4	0.015078231928
716.1	0.01615544635
716.7	0.0145919465603
717.4	0.0149304996644
718.1	0.0157522603806
718.7	0.015943081221
719.4	0.0155829838285
720.1	0.015259819502
720.7	0.0160846579736
721.4	0.0140225617944
722.1	0.0165463212974
722.7	0.0148504780216
723.4	0.0153121413453
724.1	0.0142718599892
724.7	0.015422940543
725.4	0.0161923794158
726.1	0.0144534475632
726.7	0.0145642467609
727.4	0.0158107377349
728.1	0.0145580912499
728.7	0.0156414611829
729.4	0.0158292042679
730.1	0.0148073894447
730.7	0.0155614395401
731.4	0.0154660291199
732.1	0.0147396788239
732.7	0.0153490744112
733.4	0.0156722387378
734.1	0.0150105213071
734.7	0.0153090635898
735.4	0.0153029080788
736.1	0.0151736423482
736.7	0.0168941076679
737.4	0.0147119790245
738.1	0.0157984267129
738.7	0.0157891934465
739.4	0.0158784483557
740.1	0.0157245605812
740.8	0.015416785032
741.4	0.0158661373338
742.1	0.0147643008678
742.7	0.0152044199031
743.4	0.0146258018707
744.1	0.015416785032
744.7	0.0152321197025
745.4	0.0161862239049
746	0.0156968607817
746.7	0.0153767742106
747.4	0.015229041947
748	0.0157368716031
748.7	0.015259819502
749.4	0.0152105754141
750	0.0169279629783
750.7	0.0165555545638
751.3	0.0155891393395
752	0.0154691068754
752.7	0.0154567958534
753.3	0.0156322279164
754	0.0155121954522
754.7	0.0144688363407
755.3	0.0154783401418
756	0.0142903265222
756.6	0.0156814720043
757.3	0.0160631136852
758	0.0158907593777
758.6	0.0160908134846
759.3	0.0151551758152
760	0.0156968607817
760.6	0.0156568499603
761.3	0.0153490744112
761.9	0.0164662996546
762.6	0.0158722928447
763.3	0.0153890852326
763.9	0.015616839139
764.6	0.0158322820234
765.3	0.0151951866366
765.9	0.0142626267227
766.6	0.015259819502
767.2	0.0144688363407
767.9	0.0146873569805
768.6	0.0147981561782
769.2	0.0148012339337
769.9	0.0156968607817
770.6	0.0160323361303
771.2	0.0155275842297
771.9	0.0153706186996
772.5	0.0150351433511
773.2	0.0155429730072
773.9	0.0143272595881
774.5	0.0153521521667
775.2	0.0143795814314
775.9	0.0157707269135
776.5	0.015973858776
777.2	0.0157030162927
777.8	0.0153583076777
778.5	0.015047454373
779.2	0.0155214287187
779.8	0.0153675409442
780.5	0.01577996018
781.2	0.0163647337234
781.8	0.0148874110875
782.5	0.014884333332
783.1	0.0145580912499
783.8	0.0151828756147
784.5	0.014539624717
785.1	0.0154321738095
785.8	0.0149366551754
786.5	0.016136979817
787.1	0.0160323361303
787.8	0.0154937289193
788.4	0.0164262888332
789.1	0.0152659750129
789.8	0.0152167309251
790.4	0.0153860074771
791.1	0.0153890852326
791.8	0.0147119790245
792.4	0.0151613313262
793.1	0.0146565794256
793.7	0.0158846038667
794.4	0.0152444307245
795.1	0.0165647878303
795.7	0.0165801766078
796.4	0.016330878413
797.1	0.0162570122812
797.7	0.0147673786233
798.4	0.0155583617846
799.1	0.0162016126823
799.7	0.0152382752135
